"User-ID";"Location";"Age"
"690";"lake oswego, oregon, usa";"80"
"691";"london, greater london, united kingdom";"25"
"692";"ottawa, kansas, usa";"44"
"693";"alexandria, virginia, usa";"58"
"694";"indianapolis, indiana, usa";NULL
"695";"alphen aan den rijn, zuid holland, netherlands";NULL
"696";"windsor, ontario, canada";"13"
"697";"montreal, quebec, canada";NULL
"698";"palo alto, california, usa";NULL
"699";"norwich, england, united kingdom";NULL
"700";"georgetown, n/a, malaysia";"16"
"701";"mountain view, california, usa";"31"
"702";"mount joy, pennsylvania, usa";"53"
"703";"pascagoula, mississippi, usa";"52"
"704";"south milwaukee, wisconsin, usa";NULL
"705";"asti, piemonte, italy";NULL
"706";"los angeles, california, usa";NULL
"707";"san antonio, texas, usa";NULL
"708";"duluth, minnesota, usa";NULL
"709";"roanoke, virginia, usa";"14"
"710";"piracicaba, são paulo, brazil";"42"
"711";"oxford, england, united kingdom";"27"
"712";"pratteln, baselland, switzerland";"29"
"713";"abingdon, n/a, united kingdom";"49"
"714";"austin, texas, usa";NULL
"715";"northport, alabama, usa";NULL
"716";"mexico, df, mexico";"34"
"717";"spring hill, florida, usa";NULL
"718";"lanham, maryland, usa";"30"
"719";"mississauga, ontario, canada";"52"
"720";"washington dc, dc, usa";"16"
"721";"atascadero, california, usa";NULL
"722";"longwood, florida, usa";"66"
"723";"columbia falls, montana, usa";NULL
"724";"jamestown, california, usa";NULL
"725";"aveiro, aveiro, portugal";"24"
"726";"eatontown, new jersey, usa";"31"
"727";"lisboa, n/a, portugal";"40"
"728";"welsh, louisiana, usa";NULL
"729";"st.adolphe, manitoba, canada";NULL
"730";"albuquerque, new mexico,";"69"
"731";"lansdale, pennsylvania, usa";NULL
"732";"bangalore, karnataka, india";NULL
"733";"timaru, south canterbury, new zealand";"53"
"734";"berlin, berlin, germany";NULL
"735";"cortland, new york, usa";"29"
"736";"trebur, hessen, germany";"34"
"737";"albuquerque, new mexico, usa";NULL
"738";"murrells inlet, south carolina, usa";NULL
"739";"oakdale, minnesota, usa";"55"
"740";"new canaan, connecticut, usa";NULL
"741";"novinger, missouri, usa";"16"
"742";"st. paul, minnesota, usa";NULL
"743";"moraga, california, usa";NULL
"744";"ocala, florida, usa";"48"
"745";"frankfurt, hessen, germany";"25"
"746";"longmont, colorado, usa";"36"
"747";"san bernardino, california, usa";NULL
"748";"ourense, ourense, spain";"14"
"749";"washington, dc, usa";NULL
"750";"zurich, zurich, switzerland";"36"
"751";"zaragoza, aragon, spain";"41"
"752";"lake charles, louisiana, usa";NULL
"753";"stockton, california, usa";NULL
"754";"leverkusen, nordrhein-westfalen, germany";"33"
"755";"guangzhou, asd, china";"24"
"756";"scranton, pennsylvania, usa";NULL
"757";"philadelphia, pennsylvania, usa";"29"
"758";"duesseldorf, n/a, germany";NULL
"759";"primm springs, tennessee, usa";NULL
"760";"santa rosa, california, usa";NULL
"761";"fuzhou, fujian, china";"30"
"762";"lisbon, n/a, portugal";"23"
"763";"oakland, california, usa";NULL
"764";"eau claire, wisconsin, usa";"28"
"765";"york, pennsylvania, usa";NULL
"766";"matthews, north carolina, usa";"52"
"767";"omaha, nebr,";"43"
"768";"athens, athens, greece";NULL
"769";"birmingham, alabama, usa";NULL
"770";"tehran, tehran, iran";NULL
"771";"ft. sill, oklahoma, usa";"38"
"772";"braga, braga, portugal";"27"
"773";"khartoum, khartoum, sudan";"52"
"774";"wentzville, missouri, usa";"16"
"775";"jeddah, jeddah, saudi arabia";"28"
"776";"auckland, n/a, new zealand";"23"
"777";"portland, ,";"13"
"778";"bradenton, florida, usa";NULL
"779";"halifax, nova scotia, canada";NULL
"780";"woodland hills, california, usa";NULL
"781";"london, england, united kingdom";"20"
"782";"hallandale, florida, usa";"57"
"783";"manchester center, vermont, usa";NULL
"784";"franklin, massachusetts, usa";"39"
"785";"burbank, california, usa";NULL
"786";"panhandle, texas, usa";"48"
"787";"ridgefield park, new jersey, usa";NULL
"788";"milwaukee, wisconsin, usa";NULL
"789";"pepperell, ,";"15"
"790";"chilliwack, british columbia, canada";NULL
"791";"sunnyvale, california, usa";NULL
"792";"fishkill, new york, usa";"44"
"793";"columbus, ohio, usa";NULL
"794";"chico, california, usa";"47"
"795";"edinburg, texas, usa";NULL
"796";"levttown, new york, usa";NULL
"797";"mystic, connecticut, usa";NULL
"798";"ashland, pennsylvania, usa";NULL
"799";"albuquerque, new mexico, usa";NULL
"800";"fort worth, texas, usa";NULL
"801";"mooresville, north carolina, usa";"51"
"802";"san fernando, buenos aires, argentina";"33"
"803";"santa cruz de la palma, santa cruz  de tenerife.-canarias, spain";"41"
"804";"washington ch, ohio, usa";"38"
"805";"sonoma, california, usa";"34"
"806";"portland, oregon, usa";NULL
"807";"heidelberg, baden-wuerttemberg, germany";"32"
"808";"ottawa, ontario, canada";NULL
"809";"commack, new york, usa";"36"
"810";"seminole, florida, usa";NULL
"811";"zurich, n/a, switzerland";"34"
"812";"calgary, alberta, canada";"17"
"813";"woodstock, illinois, usa";"42"
"814";"denver, colorado, usa";NULL
"815";"davis bay, sechelt, british columbia, canada";"43"
"816";"napoli, campania, italy";"32"
"817";"austin, texas, usa";"41"
"818";"selangor, southeast asia, malaysia";NULL
"819";"deer park, new york, usa";NULL
"820";"florida, florida, usa";"38"
"821";"vicenza, veneto, italy";"33"
"822";"chesterfield, england, united kingdom";"25"
"823";"albuquerque, new mexico, usa";"36"
"824";"albuquerque, new mexico, usa";"15"
"825";"albuquerque, new mexico, usa";"38"
"826";"albuquerque, new mexico, usa";"65"
"827";"mason city, iowa, usa";NULL
"828";"albuquerque, new mexico, usa";"35"
"829";"palo alto, california, usa";"23"
"830";"south amboy, new jersey, usa";"57"
"831";"santander, cantabria, spain";"21"
"832";"mobile, alabama, united kingdom";NULL
"833";"ciudad de plata, plata, argentina";NULL
"834";"rockville, maryland, usa";"17"
"835";"collegno, piemonte, italy";"35"
"836";"virginia beach, virginia, usa";NULL
"837";"lexington, kentucky, usa";"26"
"838";"knoxville, tennessee, usa";"71"
"839";"port harcourt, rivers, nigeria";"40"
"840";"santa coloma de gramenet, barcelona, spain";"21"
"841";"saint charles, mo, missouri, usa";"24"
"842";"wuppertal, northwest territories, germany";"42"
"843";"deer lodge, tennessee, usa";"25"
"844";"bellingham, washington, usa";NULL
"845";"bari, puglia, italy";"25"
"846";"waco, texas, usa";"55"
"847";"pamplona, navarra, spain";"23"
"848";"värmdö, n/a, sweden";NULL
"849";"seattle, washington, usa";NULL
"850";"bremen, bremen, germany";"22"
"851";"petaling jaya, selangor, malaysia";NULL
"852";"barcelona, n/a, spain";"27"
"853";"chesterfield, michigan, usa";"24"
"854";"malang, indonesia,";"22"
"855";"hamburg, hamburg, germany";"54"
"856";"madrid, madrid, spain";"29"
"857";"kuala lumpur, n/a, malaysia";"25"
"858";"orlando, florida, usa";"46"
"859";"minneapolis, minnesota, usa";NULL
"860";"bristol, england, united kingdom";"26"
"861";"san francisco, california, usa";NULL
"862";"olympia, washington, usa";"56"
"863";"space, space, somewherein space";"73"
"864";"cobourg, ontario, canada";NULL
"865";"castle rock, colorado, usa";NULL
"866";"barcelona, barcelona, spain";"23"
"867";"barcelona, barcelona, spain";"27"
"868";"getxo, vizcaya, spain";"27"
"869";"bucharest, bucharest, romania";"30"
"870";"trieste, friuli venezia giulia, italy";"19"
"871";"chicago, illinois, usa";"19"
"872";"bristol, england, united kingdom";"22"
"873";"bristol, england, united kingdom";NULL
"874";"omaha, nebraska, usa";NULL
"875";"lynchburg, virginia, usa";"32"
"876";"hanover, massachusetts, usa";"33"
"877";"padova, veneto, italy";NULL
"878";"douglasville, georgia, usa";NULL
"879";"saratoga, california, usa";NULL
"880";"alexandria, virginia, usa";NULL
"881";"saskatoon, saskatchewan, canada";"24"
"882";"berkeley, california, usa";"23"
"883";"brookfield, connecticut, usa";"43"
"884";"berlin, germany,";NULL
"885";"jacksonville, texas, usa";NULL
"886";"bozeman, montana, usa";NULL
"887";"castaic, california, usa";"30"
"888";"kissimmee, florida, usa";NULL
"889";"manchester, england, united kingdom";"46"
"890";"clarks summit, pennsylvania, usa";NULL
"891";"bamberg, bayern, germany";NULL
"892";"austin, texas, usa";NULL
"893";"firenze, toscana, italy";"19"
"894";"townsville, queensland, australia";"22"
"895";"geelong, victoria, australia";"40"
"896";"-, wales, united kingdom";"27"
"897";"coffs harbour, new south wales, australia";"14"
"898";"gdañsk, n/a, poland";NULL
"899";"bielefeld, nordrhein-westfalen, germany";"23"
"900";"scranton, pennsylvania, usa";"25"
"901";"worcester, worcestershire, united kingdom";"21"
"902";"overland, missouri, usa";"18"
"903";"los angeles, california, usa";"19"
"904";"owens cross roads, alabama, usa";NULL
"905";"east wallingford, vermont, usa";NULL
"906";"gillingham  kent, england, united kingdom";NULL
"907";"everett, washington, usa";"31"
"908";"st kilda, victoria, australia";NULL
"909";"poitiers, vienne, france";"19"
"910";"chandler, arizona, usa";"25"
"911";"stoneham, massachusetts, usa";"40"
"912";"alexandria, virginia, usa";"33"
"913";"manchester, lancs, united kingdom";"44"
"914";"griesheim, hessen, germany";"51"
"915";"humble, texas, usa";"50"
"916";"brisbane, queensland, australia";"38"
"917";"baltimore, maryland, usa";NULL
"918";"cartwright, newfoundland and labrador, canada";"52"
"919";"madrid, madrid, spain";"65"
"920";"islip, new york, usa";"28"
"921";"osnabrück, niedersachsen, germany";NULL
"922";"salt spring island, british columbia, canada";"20"
"923";"miami, florida, usa";"21"
"924";"grenoble, isere, france";"29"
"925";"catania, sicilia, italy";NULL
"926";"lisboa, n/a, portugal";"29"
"927";"thonburi, bangkok, thailand";"16"
"928";"sunbury, victoria, australia";"60"
"929";"king of prussia, ,";"36"
"930";"cos cob, connecticut, usa";"30"
"931";"san francisco, california, usa";"43"
"932";"san francisco, california, usa";"1"
"933";"crewe, england, united kingdom";"29"
"934";"sarasota, florida, usa";NULL
"935";"cebu city, cebu, philippines";"21"
"936";"socorro, new mexico, usa";"24"
"937";"le houlme, normandie, france";"31"
"938";"calgary, alberta, canada";"55"
"939";"manila city, national capital region, philippines";"21"
"940";"urbana, illinois, usa";NULL
"941";"bend, oregon, usa";NULL
"942";"lille, nord, france";"29"
"943";"barcelona, catalunya, spain";"24"
"944";"toronto, ontario, canada";"26"
"945";"salerno, campania, italy";"23"
"946";"lancaster, lancashire, united kingdom";"23"
"947";"columbus, georgia, usa";NULL
"948";"woodland hills, california, usa";NULL
"949";"nanaimo, british columbia, canada";NULL
"950";"cebu, cebu, philippines";NULL
"951";"aglaura, new jersey, usa";NULL
"952";"stamford, connecticut, usa";NULL
"953";"prato, toscana, italy";"22"
"954";"bradfordwoods, pennsylvania, usa";NULL
"955";"harrisburg, ,";NULL
"956";"southampton, n/a, united kingdom";NULL
"957";"santiago, santiago,metropolitana, chile";NULL
"958";"lindale, texas, usa";"78"
"959";"guadalajara, guadalajara, spain";NULL
"960";"cilegon, n/a, indonesia";NULL
"961";"roma, n/a, italy";NULL
"962";"donostia, spain, spain";NULL
"963";"victoria, british columbia, canada";NULL
"964";"perrysburg, ohio, usa";NULL
"965";"las cruces, new mexico, usa";"24"
"966";"dublin, leinster, ireland";"22"
"967";"belem, para, brazil";"31"
"968";"vigo, galicia, spain";"25"
"969";"river forest, illinois, usa";"13"
"970";"sydney, new south wales, australia";"15"
"971";"accra, n/a, ghana";"22"
"972";"riyadh, , saudi arabia";NULL
"973";"eugene, oregon, usa";NULL
"974";"waterford, ,";"36"
"975";"ann arbor, michigan, usa";"34"
"976";"melbourne, victoria, australia";"28"
"977";"benton, kansas, usa";NULL
"978";"alpharetta, georgia, usa";"33"
"979";"northampton, east midlands, united kingdom";"36"
"980";"gijón, asturias, spain";"23"
"981";"new york, new york, usa";NULL
"982";"sheffield, alabama, usa";"41"
"983";"ashland, oregon, vietnam";NULL
"984";"college station, texas, usa";NULL
"985";"vigo, galicia, spain";"23"
"986";"alexandria, virginia, usa";NULL
"987";"san diego, california, usa";NULL
"988";"dallas, texas, usa";NULL
"989";"san antonio, texas, usa";"33"
"990";"selma, california, usa";NULL
"991";"charlotte, north carolina, usa";"62"
"992";"sydney, nsw, australia";"33"
"993";"beratzhausen, bayern, germany";NULL
"994";"brownsville, texas, usa";NULL
"995";"christchurch, canterbury, new zealand";"34"
"996";"bellefonte, pennsylvania, usa";NULL
"997";"meeteetse, wyoming, usa";NULL
"998";"champs sur marne, île de france, france";NULL
"999";"newark, delaware, usa";"21"
"1000";"teramo, abruzzo, italy";"34"
